,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
15345,0.7882783470886474,0.25,0.5,0.15,0.25,0.6297194993990467,1.0,1.0,0.9166666666666666
15346,0.6103551935526522,0.46153846153846156,0.625,0.2,0.75,0.7400465430926713,0.7777777777777777,0.75,1.0
15347,0.5004627667396137,0.5,0.5,0.2,0.5,0.5718872519506222,0.8888888888888888,1.0,0.8333333333333334
15348,0.583330295589938,0.4807692307692308,0.625,0.35,0.75,0.7991055209327637,0.6666666666666666,1.0,1.0
15349,0.34134576769233244,0.40384615384615385,0.5,0.3,0.25,0.399924409249152,0.3333333333333333,1.0,1.0
15350,0.39691422936672016,0.36538461538461536,0.375,0.2,0.25,0.5071621375093607,0.5555555555555555,0.5833333333333334,0.9166666666666666
15351,0.5095225532367104,0.38461538461538464,0.375,0.25,0.25,0.37877083375323417,0.3333333333333333,0.75,0.5
15352,0.3611236396573178,0.3269230769230769,0.5,0.2,0.25,0.46120311603404207,0.8888888888888888,1.0,1.0
15353,0.39856202495356885,0.25,0.375,0.1,0.0,0.29361948945924193,0.3333333333333333,0.5,1.0
15354,0.447973032252803,0.3076923076923077,0.125,0.1,0.5,0.2731611662681271,0.6666666666666666,0.0833333333333333,1.0
15355,0.49049273845461866,0.6538461538461539,0.75,0.05,0.0,0.241826491664087,0.2222222222222222,0.8333333333333334,0.75
15356,0.7278896044919884,0.40384615384615385,0.625,0.45,0.75,0.7400465430926713,0.7777777777777777,0.9166666666666666,0.9166666666666666
15357,0.579905574578351,0.4423076923076923,0.375,0.15,0.0,0.33310554470560694,0.5555555555555555,0.6666666666666666,1.0
15358,0.42804919414331316,0.4423076923076923,0.25,0.25,0.0,0.2928921438160548,0.3333333333333333,1.0,1.0
15359,0.38426475694551715,0.3269230769230769,0.625,0.4,1.0,0.6464177167631104,0.7777777777777777,0.9166666666666666,0.8333333333333334
15360,0.4988367502282941,0.3269230769230769,0.625,0.3,0.5,0.4690287398170835,0.111111111111111,0.3333333333333333,0.6666666666666666
15361,0.6290319092804194,0.46153846153846156,0.625,0.35,0.75,0.7400465430926713,0.6666666666666666,0.6666666666666666,0.9166666666666666
15362,0.4917037168386545,0.40384615384615385,0.375,0.35,0.75,0.7591697282815697,0.111111111111111,0.9166666666666666,1.0
15363,0.3327666654721642,0.34615384615384615,0.5,0.3,1.0,0.7013374636064471,0.8888888888888888,0.75,1.0
15364,0.3356044326751625,0.36538461538461536,0.375,0.15,0.25,0.404303625375822,0.3333333333333333,1.0,0.5833333333333334
15365,0.20877900633045127,0.38461538461538464,0.375,0.45,0.0,0.33310554470560694,0.2222222222222222,0.6666666666666666,1.0
15366,0.6494464716661951,0.4423076923076923,0.75,0.3,1.0,0.8155909541230638,0.6666666666666666,1.0,0.75
15367,0.41838669876171275,0.4230769230769231,0.75,0.1,0.75,0.7400465430926713,0.3333333333333333,0.0,0.5
15368,0.403295652958309,0.4230769230769231,0.125,0.1,0.0,0.11307156676646093,0.4444444444444443,1.0,0.6666666666666666
15369,0.34454713733359865,0.4807692307692308,0.625,0.25,1.0,0.5007270355626231,0.5555555555555555,0.75,0.5
15370,0.5385514350711698,0.4230769230769231,0.375,0.3,0.25,0.5421806898017777,0.5555555555555555,1.0,0.75
15371,0.6549982823878022,0.5,0.25,0.35,0.75,0.5184342034021695,0.3333333333333333,1.0,1.0
15372,0.2989000485627046,0.23076923076923078,0.75,0.2,0.0,0.324258825624989,0.0,0.8333333333333334,1.0
15373,0.405445757436087,0.38461538461538464,0.5,0.4,0.25,0.5582277035278383,0.4444444444444443,0.0,0.75
15374,0.5668060012628775,0.40384615384615385,0.5,0.15,0.25,0.6297194993990467,0.5555555555555555,1.0,0.9166666666666666
15375,0.548678396269198,0.36538461538461536,0.75,0.25,1.0,0.7208539343108107,0.7777777777777777,1.0,0.8333333333333334
15376,0.7799567322366153,0.5384615384615384,0.375,0.25,0.75,0.5082210798624551,0.6666666666666666,0.6666666666666666,1.0
15377,0.49971795324882023,0.25,0.5,0.25,0.5,0.5718872519506222,0.6666666666666666,1.0,1.0
15378,0.3944939716754628,0.21153846153846154,0.375,0.25,0.25,0.41428520486764475,0.3333333333333333,0.9166666666666666,1.0
15379,0.6212357725486028,0.36538461538461536,0.25,0.15,0.5,0.3814899129931164,0.4444444444444443,0.3333333333333333,0.3333333333333333
15380,0.7503657648996679,0.17307692307692307,0.25,0.2,0.0,0.2928921438160548,0.5555555555555555,0.5833333333333334,0.75
15381,0.6270731826365471,0.4807692307692308,0.75,0.5,0.5,0.6645021320622787,0.111111111111111,1.0,0.75
15382,0.6195059578900803,0.25,0.25,0.15,0.0,0.22140027903805432,0.0,0.6666666666666666,0.6666666666666666
15383,0.5166168167826775,0.38461538461538464,0.625,0.35,0.25,0.5071621375093607,0.3333333333333333,0.5,0.9166666666666666
15384,0.6549863888501019,0.7115384615384616,0.625,0.5,0.75,0.7197457408281184,0.7777777777777777,1.0,0.8333333333333334
15386,0.46799232758695264,0.5192307692307693,1.0,0.6,0.75,0.9216629689559399,0.6666666666666666,0.75,1.0
15387,0.2769869004266845,0.46153846153846156,0.625,0.35,0.25,0.42655163022272574,0.4444444444444443,1.0,0.8333333333333334
15388,0.35643743134185063,0.2692307692307692,0.375,0.2,0.5,0.5259282477020016,0.3333333333333333,1.0,0.9166666666666666
15390,0.41064585925712654,0.5384615384615384,0.25,0.1,0.25,0.28612544515940985,0.4444444444444443,0.4166666666666667,1.0
15391,0.40744495300044603,0.5576923076923077,0.375,0.2,0.25,0.37877083375323417,0.4444444444444443,1.0,0.9166666666666666
15392,0.3281417783835416,0.4423076923076923,0.5,0.25,0.25,0.45098999249432775,0.6666666666666666,1.0,0.8333333333333334
15394,0.6790982968454014,0.5384615384615384,0.75,0.4,0.5,0.6645021320622787,0.5555555555555555,1.0,1.0
15395,0.8360316732632036,0.46153846153846156,0.625,0.2,0.5,0.6645021320622787,0.8888888888888888,1.0,1.0
15396,0.6444859396759768,0.4423076923076923,0.375,0.4,0.75,0.6716308842309047,0.3333333333333333,0.3333333333333333,0.5833333333333334
15398,0.5456385933868222,0.38461538461538464,0.625,0.3,0.25,0.434942978768267,0.5555555555555555,1.0,1.0
15399,0.22155050335922938,0.5,0.75,0.15,0.25,0.6297194993990467,0.3333333333333333,0.75,1.0
15400,0.26819479575861,0.34615384615384615,0.375,0.35,0.75,0.8501711386313354,1.0,1.0,1.0
15401,0.5872619593383115,0.23076923076923078,0.375,0.3,0.0,0.3140457193119726,0.0,1.0,0.75
15402,0.409732064854071,0.5192307692307693,0.625,0.35,0.25,0.5071621375093607,0.4444444444444443,0.6666666666666666,1.0
15403,0.7887094492149029,0.3269230769230769,0.125,0.15,0.25,0.3065516577854425,0.3333333333333333,1.0,1.0
15404,0.532790328978342,0.34615384615384615,0.375,0.2,0.25,0.3889839572929485,0.3333333333333333,0.75,0.8333333333333334
15405,0.4495754161502503,0.4230769230769231,0.75,0.2,0.0,0.5134134305883796,0.4444444444444443,1.0,1.0
15406,0.4291739829944036,0.4230769230769231,0.25,0.1,0.25,0.3238485890386865,0.3333333333333333,1.0,1.0
15407,0.6943387069469382,0.38461538461538464,0.375,0.25,0.5,0.4690287398170835,0.4444444444444443,0.6666666666666666,1.0
15408,0.4344618189636745,0.46153846153846156,0.25,0.35,0.5,0.32021122343492436,0.6666666666666666,1.0,0.9166666666666666
15409,0.5521882255830305,0.36538461538461536,0.625,0.4,0.5,0.5507336592280062,0.3333333333333333,0.8333333333333334,0.9166666666666666
15410,0.6012852125946694,0.40384615384615385,0.75,0.2,0.25,0.5582277035278383,0.6666666666666666,0.5833333333333334,0.9166666666666666
15411,0.4495842204573792,0.4807692307692308,0.625,0.6,0.75,0.4921740489096965,0.6666666666666666,1.0,0.9166666666666666
15412,0.3375273242444051,0.5,0.5,0.3,0.25,0.6297194993990467,0.2222222222222222,0.75,0.75
15414,0.4389364149849926,0.1346153846153846,0.25,0.15,0.5,0.45370907173421005,0.5555555555555555,1.0,1.0
15415,0.5695890890847598,0.38461538461538464,0.625,0.25,0.25,0.37877083375323417,0.7777777777777777,0.75,0.5
15416,0.39542243992373305,0.2692307692307692,0.25,0.15,0.0,0.26735938664686293,0.111111111111111,0.9166666666666666,1.0
15417,0.7362927750311085,0.46153846153846156,0.375,0.05,0.5,0.45370907173421005,0.6666666666666666,0.5833333333333334,0.4166666666666667
15418,0.40564887434616437,0.28846153846153844,0.375,0.1,0.0,0.2629801877468909,0.3333333333333333,0.5,0.4166666666666667
15419,0.3939788424776618,0.28846153846153844,0.375,0.15,0.0,0.3140457193119726,0.2222222222222222,0.4166666666666667,0.8333333333333334
15420,0.23758886171738983,0.5192307692307693,0.25,0.15,0.25,0.4765227841169156,0.111111111111111,1.0,1.0
15421,0.323560603907506,0.4807692307692308,0.25,0.3,1.0,0.526259827185211,0.4444444444444443,1.0,0.8333333333333334
15422,0.5771643458307126,0.46153846153846156,0.25,0.25,0.5,0.37127678945340203,0.111111111111111,0.8333333333333334,1.0
15423,0.5349693177619637,0.4807692307692308,0.75,0.3,0.25,0.434942978768267,0.5555555555555555,0.8333333333333334,0.9166666666666666
15424,0.6417953743097115,0.4423076923076923,0.5,0.3,0.5,0.5718872519506222,0.6666666666666666,0.9166666666666666,0.9166666666666666
15425,0.4698545157754649,0.38461538461538464,0.375,0.55,1.0,0.5729461943037167,0.2222222222222222,1.0,0.9166666666666666
15426,0.37096762733499494,0.17307692307692307,0.25,0.25,0.25,0.28612544515940985,0.5555555555555555,0.25,1.0
15427,0.5686150546855596,0.4423076923076923,0.375,0.25,0.5,0.4434959654211936,0.3333333333333333,0.0,1.0
15428,0.4652497086855571,0.3076923076923077,0.375,0.45,0.5,0.5259282477020016,0.8888888888888888,1.0,1.0
15429,0.2786362406288191,0.4807692307692308,0.875,0.2,0.25,0.5889577899386782,0.3333333333333333,1.0,0.9166666666666666
15430,0.5143925707711832,0.4807692307692308,0.75,0.25,1.0,0.8155909541230638,0.4444444444444443,0.4166666666666667,1.0
15431,0.5495307149838804,0.4423076923076923,0.75,0.3,0.25,0.5421806898017777,0.2222222222222222,1.0,0.8333333333333334
15432,0.5985290010787593,0.3076923076923077,0.25,0.15,0.25,0.3065516577854425,0.4444444444444443,0.9166666666666666,0.9166666666666666
15433,0.5656399711836572,0.40384615384615385,0.75,0.15,0.0,0.49311264555052486,0.2222222222222222,1.0,1.0
15434,0.6216999294419737,0.21153846153846154,0.625,0.25,0.25,0.434942978768267,0.4444444444444443,0.9166666666666666,1.0
15435,0.4546706385933869,0.4423076923076923,0.375,0.3,0.75,0.7591697282815697,0.3333333333333333,1.0,0.5833333333333334
15436,0.3845852646173123,0.2692307692307692,0.25,0.4,0.25,0.37877083375323417,0.8888888888888888,0.5833333333333334,1.0
15437,0.3880047339369278,0.36538461538461536,0.125,0.15,0.0,0.11307156676646093,0.3333333333333333,1.0,1.0
15438,0.4676579183775856,0.3269230769230769,0.5,0.3,1.0,0.6247391231920797,0.4444444444444443,1.0,0.9166666666666666
15439,0.24145904977739002,0.46153846153846156,0.375,0.3,0.0,0.3140457193119726,0.3333333333333333,0.6666666666666666,0.6666666666666666
15440,0.8221655073814076,0.34615384615384615,0.75,0.2,1.0,0.7013374636064471,0.6666666666666666,0.9166666666666666,0.9166666666666666
15441,0.7155842723564527,0.40384615384615385,0.375,0.2,0.25,0.434942978768267,0.2222222222222222,0.5833333333333334,0.5
15442,0.34097984833113587,0.19230769230769232,0.5,0.15,0.0,0.38626487805306625,0.6666666666666666,1.0,0.9166666666666666
15443,0.7822084724001962,0.4807692307692308,0.625,0.5,0.5,0.6442013297977259,0.3333333333333333,0.5833333333333334,0.75
15444,0.6296587141633808,0.5,0.25,0.25,0.25,0.3065516577854425,0.5555555555555555,1.0,0.9166666666666666
15445,0.2994517851427781,0.38461538461538464,0.5,0.5,0.0,0.5496747168749117,0.3333333333333333,0.5833333333333334,0.9166666666666666
15446,0.5336628821532677,0.25,0.375,0.35,0.0,0.3140457193119726,0.3333333333333333,0.5,0.5833333333333334
15447,0.47246074514712766,0.4230769230769231,0.75,0.2,0.5,0.5718872519506222,0.2222222222222222,0.8333333333333334,0.6666666666666666
15448,0.876406526679213,0.38461538461538464,0.75,0.3,0.25,0.5582277035278383,1.0,1.0,1.0
15449,0.35646816918603713,0.4230769230769231,0.25,0.25,0.75,0.384936337876186,0.5555555555555555,0.8333333333333334,0.6666666666666666
15450,0.2964552314884037,0.09615384615384616,0.125,0.3,0.0,0.2520396841105934,0.6666666666666666,1.0,0.9166666666666666
15451,0.39856202495356885,0.25,0.5,0.15,0.5,0.5718872519506222,0.6666666666666666,0.8333333333333334,0.25
15453,0.5715620261892611,0.36538461538461536,0.625,0.25,0.5,0.5507336592280062,0.3333333333333333,0.9166666666666666,0.75
15454,0.5053513196575156,0.38461538461538464,0.75,0.4,0.5,0.6791250146642267,0.5555555555555555,1.0,0.8333333333333334
15455,0.5632680599508441,0.23076923076923078,0.375,0.3,0.25,0.434942978768267,0.4444444444444443,0.9166666666666666,1.0
15456,0.30925484051538255,0.4807692307692308,0.375,0.1,0.25,0.32770525050805843,1.0,1.0,1.0
15457,0.510997351911554,0.5192307692307693,0.75,0.6,0.75,0.7197457408281184,0.4444444444444443,0.8333333333333334,0.5833333333333334
15458,0.24377844409048732,0.4230769230769231,0.25,0.35,0.25,0.3167647813251569,0.5555555555555555,0.3333333333333333,0.9166666666666666
15459,0.4139505636610101,0.5192307692307693,0.75,0.45,1.0,0.7208539343108107,0.7777777777777777,1.0,1.0
15460,0.2572589195354292,0.5961538461538461,0.375,0.3,0.25,0.37877083375323417,0.111111111111111,0.5833333333333334,1.0
15461,0.7520459974075177,0.4423076923076923,0.75,0.15,0.5,0.6791250146642267,0.4444444444444443,0.75,0.8333333333333334
15462,0.7804772675879164,0.2692307692307692,0.375,0.4,0.25,0.404303625375822,0.8888888888888888,1.0,1.0
15464,0.3880634293177867,0.5384615384615384,0.125,0.4,0.25,0.14715734504197545,0.3333333333333333,0.75,0.75
15465,0.3414432329168639,0.5384615384615384,0.625,0.3,0.25,0.3627238028004755,0.3333333333333333,1.0,0.1666666666666666
15466,0.5101967778089447,0.38461538461538464,0.875,0.3,1.0,0.8155909541230638,0.2222222222222222,0.3333333333333333,0.5
15467,0.667492675434315,0.46153846153846156,0.75,0.35,0.25,0.5889577899386782,0.3333333333333333,0.6666666666666666,1.0
15468,0.5861334634105352,0.34615384615384615,0.25,0.35,0.25,0.2554860573135688,0.4444444444444443,0.9166666666666666,0.5833333333333334
15469,0.27089555558576134,0.46153846153846156,0.375,0.1,0.25,0.5575003578846511,0.4444444444444443,0.9166666666666666,1.0
15470,0.411456627820622,0.5,0.25,0.25,0.5,0.37127678945340203,0.8888888888888888,1.0,0.75
15471,0.5255036063677692,0.46153846153846156,0.5,0.15,0.25,0.3897113029361357,0.0,0.9166666666666666,0.8333333333333334
15472,0.6383213800705086,0.40384615384615385,0.5,0.35,0.25,0.430563762641597,0.8888888888888888,1.0,0.9166666666666666
15473,0.6654638232564692,0.3269230769230769,0.75,0.25,0.0,0.3510072536457292,0.3333333333333333,0.8333333333333334,1.0
15474,0.740751615976512,0.36538461538461536,0.625,0.35,1.0,0.8238949116296234,0.6666666666666666,1.0,0.9166666666666666
15475,0.6703449620209994,0.2692307692307692,0.375,0.25,0.0,0.3140457193119726,0.2222222222222222,0.8333333333333334,1.0
15476,0.6041169557980532,0.4230769230769231,0.375,0.15,0.5,0.6222254723259126,0.5555555555555555,0.75,0.9166666666666666
15478,0.29979237281328813,0.25,0.25,0.2,0.0,0.38626487805306625,0.2222222222222222,0.9166666666666666,0.9166666666666666
15479,0.09031118437393036,0.36538461538461536,0.25,0.3,0.75,0.6876778979569653,0.3333333333333333,0.9166666666666666,0.8333333333333334
15480,0.44295874765064025,0.5384615384615384,0.125,0.2,0.0,0.10701397067981547,0.3333333333333333,1.0,0.75
15481,0.22895368996234847,0.5576923076923077,0.0,0.15,0.0,0.0,0.3333333333333333,0.9166666666666666,0.75
15482,0.3864749469579111,0.5,0.375,0.4,0.5,0.49966809320952854,0.2222222222222222,0.9166666666666666,0.5833333333333334
15483,0.4389364149849926,0.6153846153846154,0.75,0.2,0.5,0.6222254723259126,0.4444444444444443,1.0,0.9166666666666666
15484,0.6275348681454608,0.38461538461538464,0.75,0.4,0.25,0.42655163022272574,0.7777777777777777,1.0,1.0
15485,0.7641607240167906,0.38461538461538464,0.5,0.25,0.5,0.6331659070554182,0.111111111111111,0.5833333333333334,0.8333333333333334
15486,0.2852127491309995,0.46153846153846156,0.75,0.4,0.5,0.6229528351957978,0.7777777777777777,0.9166666666666666,0.9166666666666666
15487,0.47982840559867435,0.5,0.125,0.15,0.25,0.1777967501145145,0.5555555555555555,1.0,1.0
15488,0.42253090157340684,0.4230769230769231,0.25,0.25,0.25,0.3065516577854425,0.8888888888888888,1.0,1.0
15489,0.6727306203298556,0.40384615384615385,0.875,0.3,1.0,0.8155909541230638,0.5555555555555555,0.8333333333333334,1.0
15490,0.48235539620617784,0.5192307692307693,0.25,0.3,0.25,0.37877083375323417,0.4444444444444443,1.0,1.0
15491,0.48682921991985306,0.36538461538461536,0.375,0.25,0.25,0.3889839572929485,0.2222222222222222,0.75,1.0
15492,0.7859286783159493,0.3269230769230769,0.25,0.15,0.25,0.37877083375323417,0.3333333333333333,1.0,0.8333333333333334
15493,0.24898178960362705,0.6538461538461539,0.25,0.1,0.25,0.2554860573135688,0.111111111111111,1.0,0.9166666666666666
15494,0.356653677481857,0.40384615384615385,0.5,0.35,0.25,0.5071621375093607,0.2222222222222222,1.0,1.0
15496,0.5221148748923403,0.25,0.125,0.45,0.25,0.22375568545634303,0.4444444444444443,0.9166666666666666,0.75
15497,0.5428880969474695,0.46153846153846156,0.375,0.15,0.0,0.33957851093456043,0.2222222222222222,0.75,0.9166666666666666
15498,0.677283837269219,0.5,0.25,0.35,0.5,0.3814899129931164,0.111111111111111,0.4166666666666667,0.75
15499,0.6249803833858708,0.2692307692307692,0.125,0.3,0.25,0.36163278433569457,0.5555555555555555,0.25,0.8333333333333334
15500,0.45892574478259845,0.4230769230769231,0.375,0.4,0.0,0.42128343034548316,0.111111111111111,0.25,0.8333333333333334
15501,0.1981262580891503,0.4423076923076923,0.125,0.15,0.0,0.10701397067981547,0.111111111111111,0.5,0.4166666666666667
15502,0.46896404506322426,0.5961538461538461,0.25,0.05,0.5,0.4646495409171115,0.4444444444444443,1.0,1.0
15504,0.3115050360636777,0.5,0.375,0.1,0.75,0.533753871485043,0.4444444444444443,0.5833333333333334,1.0
15505,0.3856227827047573,0.4807692307692308,1.0,0.3,0.5,0.8569377856078862,0.2222222222222222,0.6666666666666666,0.9166666666666666
15506,0.565854209323792,0.21153846153846154,0.375,0.15,0.25,0.37877083375323417,0.5555555555555555,0.9166666666666666,0.9166666666666666
15507,0.6916217286592863,0.3076923076923077,0.5,0.15,0.0,0.5649943849577852,0.4444444444444443,1.0,1.0
15508,0.7213776609087527,0.46153846153846156,0.625,0.15,0.5,0.8569377856078862,0.5555555555555555,0.4166666666666667,1.0
15509,0.8876483911905029,0.38461538461538464,0.5,0.25,0.5,0.5718872519506222,0.5555555555555555,0.4166666666666667,0.5
15510,0.5207549955947572,0.4423076923076923,0.75,0.3,0.25,0.5575003578846511,0.5555555555555555,0.75,0.8333333333333334
15511,0.9266885425380872,0.40384615384615385,0.75,0.2,0.5,0.49532906696930534,0.6666666666666666,0.75,0.75
15512,0.5607165099602972,0.4230769230769231,0.625,0.85,0.25,0.5889577899386782,0.3333333333333333,0.9166666666666666,0.8333333333333334
15513,0.27043278884614763,0.5384615384615384,0.25,0.15,0.5,0.4434959654211936,0.4444444444444443,0.75,0.75
15515,0.3042465799128343,0.34615384615384615,0.125,0.35,0.5,0.26294797382162066,0.111111111111111,0.75,0.9166666666666666
15516,0.5566907791410208,0.3269230769230769,0.125,0.05,0.25,0.35834462112720145,0.2222222222222222,0.3333333333333333,0.9166666666666666
15517,0.471924763642969,0.5769230769230769,0.625,0.2,1.0,0.6531847082736213,0.5555555555555555,1.0,0.8333333333333334
15518,0.25038399136003997,0.40384615384615385,0.25,0.3,0.25,0.3238485890386865,0.3333333333333333,0.8333333333333334,0.5833333333333334
15519,0.4906198602926366,0.4423076923076923,0.5,0.2,0.0,0.38626487805306625,0.6666666666666666,0.9166666666666666,0.75
15520,0.4717418811931351,0.5,0.375,0.05,0.0,0.33310554470560694,0.6666666666666666,1.0,1.0
15521,0.4329244633697575,0.2692307692307692,0.5,0.35,0.5,0.5718872519506222,0.6666666666666666,1.0,1.0
15522,0.36031920401649403,0.3269230769230769,0.25,0.15,0.25,0.33208446663472846,0.111111111111111,1.0,1.0
15523,0.4733552318591114,0.40384615384615385,0.75,0.3,0.5,0.49966809320952854,0.8888888888888888,1.0,1.0
15524,0.5588095279284979,0.5,0.625,0.4,0.25,0.434942978768267,0.5555555555555555,1.0,0.75
15525,0.44932426170478573,0.4423076923076923,0.625,0.25,0.25,0.32504773948684773,0.7777777777777777,1.0,1.0
15526,0.43567156165548165,0.40384615384615385,0.5,0.15,0.25,0.5071621375093607,0.4444444444444443,0.9166666666666666,0.8333333333333334
15527,0.524433342436266,0.38461538461538464,0.5,0.4,0.25,0.399924409249152,0.2222222222222222,0.9166666666666666,0.75
15528,0.3750897421481027,0.25,0.25,0.3,0.5,0.37127678945340203,0.5555555555555555,1.0,0.8333333333333334
15529,0.30173194622761706,0.36538461538461536,0.375,0.25,0.25,0.434942978768267,0.5555555555555555,0.9166666666666666,0.8333333333333334
15530,0.1919720474060967,0.19230769230769232,0.375,0.25,0.25,0.35834462112720145,0.5555555555555555,1.0,0.9166666666666666
15532,0.8339014943226121,0.4807692307692308,0.625,0.45,0.5,0.42744893446843496,0.4444444444444443,0.8333333333333334,0.9166666666666666
15534,0.5130384065501573,0.38461538461538464,0.625,0.35,0.75,0.4910830304449157,1.0,1.0,0.75
15535,0.81404623713181,0.5192307692307693,0.375,0.25,0.5,0.45370907173421005,0.8888888888888888,1.0,1.0
15536,0.4735466096930171,0.46153846153846156,0.25,0.25,0.25,0.5421806898017777,0.3333333333333333,0.8333333333333334,0.8333333333333334
15537,0.43086008504033924,0.3269230769230769,0.375,0.5,0.0,0.324258825624989,0.5555555555555555,1.0,0.9166666666666666
15538,0.5368900468698062,0.34615384615384615,0.25,0.5,0.25,0.434942978768267,0.5555555555555555,1.0,0.25
15539,0.37912798435119366,0.36538461538461536,0.25,0.15,0.25,0.33208446663472846,0.2222222222222222,0.8333333333333334,0.9166666666666666
15540,0.5515861345446411,0.36538461538461536,0.75,0.2,1.0,0.8155909541230638,0.5555555555555555,0.75,0.9166666666666666
15541,0.2896243248486586,0.40384615384615385,0.125,0.05,0.0,0.08243216169392191,0.6666666666666666,0.8333333333333334,0.9166666666666666
15542,0.7619564035424825,0.5576923076923077,0.75,0.25,0.25,0.42655163022272574,0.0,0.5833333333333334,0.75
15543,0.7175184396172815,0.4807692307692308,0.5,0.3,0.5,0.5718872519506222,0.3333333333333333,0.6666666666666666,0.75
15544,0.6902170555184162,0.38461538461538464,0.75,0.2,0.25,0.37877083375323417,0.5555555555555555,0.0833333333333333,0.9166666666666666
15545,0.2769869004266845,0.2692307692307692,0.375,0.05,0.5,0.6069058042430391,0.4444444444444443,0.25,0.75
15546,0.44764511042763605,0.17307692307692307,0.25,0.15,0.25,0.2554860573135688,0.3333333333333333,0.5,0.9166666666666666
15548,0.6379895967071274,0.36538461538461536,0.5,0.3,0.25,0.4765227841169156,0.3333333333333333,0.4166666666666667,0.4166666666666667
15549,0.6927111458203328,0.38461538461538464,0.625,0.3,0.75,0.7591697282815697,0.5555555555555555,0.9166666666666666,0.8333333333333334
15550,0.550127554330298,0.46153846153846156,0.5,0.25,0.5,0.4952888943095566,0.4444444444444443,0.6666666666666666,0.8333333333333334
15551,0.5538618162451514,0.4230769230769231,0.625,0.35,0.5,0.4263578987769562,1.0,1.0,0.6666666666666666
15552,0.5136004920526455,0.28846153846153844,0.375,0.4,1.0,0.8085752090933538,0.8888888888888888,0.0,0.75
15553,0.3256930997710263,0.38461538461538464,0.375,0.6,0.5,0.5507336592280062,0.5555555555555555,1.0,0.75
15554,0.2987607242639291,0.17307692307692307,0.125,0.25,0.25,0.42400249235866744,0.5555555555555555,1.0,1.0
15555,0.42436219745620396,0.28846153846153844,0.375,0.4,0.0,0.3140457193119726,0.111111111111111,0.5833333333333334,0.1666666666666666
15556,0.5718780544767276,0.3269230769230769,0.625,0.5,0.5,0.6944447172004963,1.0,1.0,1.0
15557,0.538289004934119,0.28846153846153844,0.625,0.1,0.75,0.5370387960743113,0.5555555555555555,0.9166666666666666,0.8333333333333334
15558,0.49939373850033913,0.3269230769230769,0.25,0.15,0.25,0.404303625375822,0.3333333333333333,0.75,0.4166666666666667
15559,0.46587975726061864,0.1346153846153846,0.25,0.25,0.25,0.2554860573135688,0.6666666666666666,1.0,1.0
15560,0.4772302082264974,0.5,0.25,0.2,0.25,0.45098999249432775,0.6666666666666666,1.0,0.75
15561,0.4568500907615942,0.5576923076923077,0.5,0.15,0.25,0.4765227841169156,0.4444444444444443,1.0,0.8333333333333334
15562,0.6678049966450955,0.36538461538461536,0.5,0.3,1.0,0.6553785282646187,0.6666666666666666,1.0,0.4166666666666667
15563,0.5435150562919595,0.3269230769230769,0.5,0.3,0.25,0.5071621375093607,0.3333333333333333,0.8333333333333334,0.75
15565,0.4081740114153249,0.46153846153846156,0.375,0.3,0.75,0.5184342034021695,0.4444444444444443,0.9166666666666666,1.0
15566,0.6651292595855735,0.38461538461538464,0.875,0.35,0.5,0.4785145004869127,0.111111111111111,1.0,1.0
15567,0.7537126373008528,0.4423076923076923,0.75,0.35,0.25,0.5889577899386782,0.4444444444444443,1.0,0.5
15568,0.5253931663748374,0.46153846153846156,0.375,0.15,0.25,0.434942978768267,0.111111111111111,1.0,1.0
15569,0.6906632948744722,0.5,0.375,0.25,0.25,0.46120311603404207,0.3333333333333333,0.5833333333333334,1.0
15570,0.3287586977286741,0.5192307692307693,0.125,0.15,0.5,0.2731611662681271,0.0,1.0,0.8333333333333334
15571,0.3379615156012323,0.5384615384615384,0.375,0.3,0.0,0.2629801877468909,0.0,1.0,0.4166666666666667
15572,0.29694533791857536,0.34615384615384615,0.125,0.35,0.25,0.1369441525954691,0.3333333333333333,0.75,0.9166666666666666
15573,0.4529924140854087,0.4230769230769231,0.75,0.4,0.0,0.5134134305883796,0.3333333333333333,1.0,0.8333333333333334
15574,0.6191655246810988,0.4230769230769231,0.625,0.35,0.25,0.4860085447867447,0.111111111111111,1.0,0.8333333333333334
15575,0.36482005849767013,0.46153846153846156,0.25,0.1,0.25,0.3576172410306183,0.4444444444444443,1.0,1.0
15576,0.3459507292437687,0.25,0.125,0.1,0.25,0.2084359829200735,0.5555555555555555,0.75,1.0
15577,0.6916217286592863,0.38461538461538464,0.125,0.15,0.25,0.19822296274054718,0.5555555555555555,1.0,1.0
15578,0.434621532184222,0.40384615384615385,0.625,0.05,0.5,0.6442013297977259,0.5555555555555555,0.8333333333333334,1.0
15579,0.4947095381847435,0.28846153846153844,0.625,0.3,0.5,0.42744893446843496,0.4444444444444443,0.6666666666666666,0.9166666666666666
15580,0.7019907310725932,0.34615384615384615,0.625,0.15,0.25,0.28612544515940985,0.3333333333333333,1.0,0.9166666666666666
15581,0.592488010696152,0.4807692307692308,0.625,0.2,0.75,0.7400465430926713,0.3333333333333333,1.0,0.9166666666666666
15582,0.4895716843597199,0.36538461538461536,0.125,0.25,0.25,0.32770525050805843,0.4444444444444443,0.6666666666666666,1.0
